i = 1, pred = 0.8584399819374084d0, var = 0.0d0
i = 298.99985, pred = 1.041289484499341d0, var = 1.8105985189868755d-5
i = 299.19986, pred = 1.041900004007106d0, var = 1.819766305444739d-5
i = 299.39987, pred = 1.0425046305605323d0, var = 1.8246043889399677d-5
i = 299.59988, pred = 1.0431062748255258d0, var = 1.8246009606250187d-5
i = 299.7999, pred = 1.0437079887849148d0, var = 1.8197563271772322d-5
i = 299.9999, pred = 1.044312725180645d0, var = 1.8105810133350266d-5
i = 300.19992, pred = 1.0449233534460183d0, var = 1.798012229873009d-5
i = 300.39993, pred = 1.0455425211551461d0, var = 1.7832596411309335d-5
i = 300.59995, pred = 1.0461724476070557d0, var = 1.767616219007378d-5
i = 300.79996, pred = 1.0468151436845192d0, var = 1.7522725228440943d-5
i = 300.99997, pred = 1.047471981616732d0, var = 1.7381691430188846d-5
i = 301.19998, pred = 1.0481436939594722d0, var = 1.725916983714606d-5
i = 301.4, pred = 1.0488305285265656d0, var = 1.71579040706351d-5
i = 301.6, pred = 1.0495317144503233d0, var = 1.707779986718295d-5
i = 301.80002, pred = 1.0502457488459882d0, var = 1.7016821920321335d-5
i = 302.00003, pred = 1.0509704880437103d0, var = 1.697195140842431d-5
i = 302.20004, pred = 1.051702954317504d0, var = 1.6939989279879046d-5
i = 302.40005, pred = 1.0524400328681565d0, var = 1.691811069481533d-5
i = 302.60007, pred = 1.0531784837574412d0, var = 1.6904132665324184d-5
i = 302.80008, pred = 1.0539153654616928d0, var = 1.6896577102718575d-5
i = 303.0001, pred = 1.0546484679084684d0, var = 1.689461712125792d-5
i = 303.2001, pred = 1.0553765082074638d0, var = 1.6897986328921672d-5
i = 303.40012, pred = 1.056099237763268d0, var = 1.6906942230070168d-5
i = 303.60013, pred = 1.0568174909944843d0, var = 1.692230688657016d-5
i = 303.80014, pred = 1.0575329989251825d0, var = 1.694554534517661d-5
i = 304.00015, pred = 1.0582481117091325d0, var = 1.6978829532574365d-5
i = 304.20016, pred = 1.058965501732347d0, var = 1.7024968697623087d-5
i = 304.40018, pred = 1.0596878737413584d0, var = 1.708714367552617d-5
i = 304.6002, pred = 1.06041759932391d0, var = 1.7168349198644168d-5
i = 304.8002, pred = 1.0611567409121279d0, var = 1.7270597605925804d-5
i = 305.0002, pred = 1.0619067355015797d0, var = 1.7393948175722817d-5
i = 305.20023, pred = 1.062668550632109d0, var = 1.7535630268658316d-5
i = 305.40024, pred = 1.0634426817160234d0, var = 1.7689500018155423d-5
i = 305.60025, pred = 1.0642292409663496d0, var = 1.7846118780395765d-5
i = 305.80026, pred = 1.0650282418909742d0, var = 1.7993563348764646d-5
i = 306.00027, pred = 1.0658393785273534d0, var = 1.811888091288965d-5
i = 306.2003, pred = 1.066662444190267d0, var = 1.820996739853641d-5
i = 306.4003, pred = 1.0674971366421868d0, var = 1.8257459947494576d-5
i = 306.6003, pred = 1.0683430363024142d0, var = 1.825626721005624d-5
i = 306.80032, pred = 1.0691994757888827d0, var = 1.8206428011107847d-5
i = 307.00034, pred = 1.0700652785397784d0, var = 1.811311229310455d-5
i = 307.20035, pred = 1.0709384533263484d0, var = 1.798576471291397d-5
i = 307.40036, pred = 1.0718158332571517d0, var = 1.7836577117598387d-5
i = 307.60037, pred = 1.072692611514935d0, var = 1.7678596853388188d-5
i = 307.80038, pred = 1.073562111255335d0, var = 1.7523855869595534d-5
i = 308.0004, pred = 1.0744154109480621d0, var = 1.7381918555136025d-5
i = 308.2004, pred = 1.0752411786263212d0, var = 1.7259069851866802d-5
i = 308.40042, pred = 1.0760258122823374d0, var = 1.715824570374365d-5
i = 308.60043, pred = 1.0767536078505628d0, var = 1.7079569693496967d-5
i = 308.80045, pred = 1.0774073373925916d0, var = 1.702123287794574d-5
i = 309.00046, pred = 1.0779688586249392d0, var = 1.6980453069690584d-5
i = 309.20047, pred = 1.0784199670877679d0, var = 1.695426284292029d-5
i = 309.40048, pred = 1.0787434236990017d0, var = 1.694005362520664d-5
i = 309.6005, pred = 1.078923921787422d0, var = 1.6935826010090225d-5
i = 309.8005, pred = 1.0789489922471636d0, var = 1.694024620699485d-5
i = 310.00052, pred = 1.0788097266003842d0, var = 1.695256935228837d-5
i = 310.20053, pred = 1.078501378157399d0, var = 1.6972570568379896d-5
i = 310.40054, pred = 1.0780236845890614d0, var = 1.7000525329598578d-5
i = 310.60056, pred = 1.0773806753438466d0, var = 1.7037316676411215d-5
i = 310.80057, pred = 1.0765803928297077d0, var = 1.708461001521843d-5
i = 311.00058, pred = 1.075634384983073d0, var = 1.714505221328507d-5
i = 311.2006, pred = 1.0745566507150632d0, var = 1.7222366112517576d-5
i = 311.4006, pred = 1.0733631952738953d0, var = 1.7321231067371155d-5
i = 311.60062, pred = 1.0720707197018637d0, var = 1.7446829908801273d-5
i = 311.80063, pred = 1.070696057999494d0, var = 1.76040341887536d-5
i = 312.00064, pred = 1.069255334357017d0, var = 1.779627331294217d-5
i = 312.20065, pred = 1.0677636394700318d0, var = 1.8024274762368415d-5
i = 312.40067, pred = 1.0662343783064536d0, var = 1.8284969067490834d-5
i = 312.60068, pred = 1.0646794874118088d0, var = 1.8570858528771732d-5
i = 312.8007, pred = 1.0631091640183945d0, var = 1.8870076867650412d-5
i = 313.0007, pred = 1.0615321150668164d0, var = 1.916717251168039d-5
i = 313.2007, pred = 1.0599559207832792d0, var = 1.9444538379868565d-5
i = 313.40073, pred = 1.0583870572979186d0, var = 1.968422145474699d-5
i = 313.60074, pred = 1.056831405717241d0, var = 1.9869847173663614d-5
i = 313.80075, pred = 1.0552942280544253d0, var = 1.9988346309275597d-5
i = 314.00076, pred = 1.05378059566841d0, var = 2.0031355023493705d-5
i = 314.20078, pred = 1.0522951119778683d0, var = 1.9996065138547188d-5
i = 314.4008, pred = 1.0508422002637117d0, var = 1.9885533867685093d-5
i = 314.6008, pred = 1.049425858337512d0, var = 1.9708359855108397d-5
i = 314.8008, pred = 1.0480494342428346d0, var = 1.9477827875009845d-5
i = 315.00082, pred = 1.0467154726399532d0, var = 1.921048900455988d-5
i = 315.20084, pred = 1.045425319262303d0, var = 1.892443217014425d-5
i = 315.40085, pred = 1.0441787722833682d0, var = 1.8637345894693162d-5
i = 315.60086, pred = 1.0429739691730007d0, var = 1.8364698161543134d-5
i = 315.80087, pred = 1.0418071425800348d0, var = 1.811830587051259d-5
i = 316.0009, pred = 1.0406725627406046d0, var = 1.7905536593073735d-5
i = 316.2009, pred = 1.0395631842887743d0, var = 1.7729245680494733d-5
i = 316.4009, pred = 1.038470675077451d0, var = 1.7588405160738694d-5
i = 316.60092, pred = 1.0373865552204131d0, var = 1.7479215652063847d-5
i = 316.80093, pred = 1.0363028345266234d0, var = 1.7396407375588735d-5
i = 317.00095, pred = 1.0352130339146388d0, var = 1.7334451205696216d-5
i = 317.20096, pred = 1.034112740638448d0, var = 1.728850791234768d-5
i = 317.40097, pred = 1.033000251331473d0, var = 1.72550552159118d-5
i = 317.60098, pred = 1.0318766764650291d0, var = 1.7232201157966722d-5
i = 317.801, pred = 1.030745779509348d0, var = 1.7219768758481656d-5
i = 318.001, pred = 1.0296136621790117d0, var = 1.721914494032749d-5
i = 318.20102, pred = 1.0284880476569538d0, var = 1.723296182904171d-5
i = 318.40103, pred = 1.027377602853627d0, var = 1.7264555415899544d-5
i = 318.60104, pred = 1.0262913758193384d0, var = 1.731722098264858d-5
i = 318.80106, pred = 1.0252380460385992d0, var = 1.7393256936340013d-5
i = 319.00107, pred = 1.0242254957104358d0, var = 1.749294578965322d-5
i = 319.20108, pred = 1.0232605018911776d0, var = 1.7613629220213323d-5
i = 319.4011, pred = 1.0223485058112742d0, var = 1.774918842256463d-5
i = 319.6011, pred = 1.0214936491276045d0, var = 1.789012581161852d-5
i = 319.80112, pred = 1.020698645199362d0, var = 1.8024411718046302d-5
i = 320.00113, pred = 1.0199650142519243d0, var = 1.8138947303276588d-5
i = 320.20114, pred = 1.0192931508517022d0, var = 1.8221466671538324d-5
i = 320.40115, pred = 1.018682443032411d0, var = 1.826242588390408d-5
i = 320.60117, pred = 1.0181313930701466d0, var = 1.8256548529242542d-5
i = 320.80118, pred = 1.0176374496707805d0, var = 1.8203663046391143d-5
i = 321.0012, pred = 1.0171973378044437d0, var = 1.8108717657198798d-5
i = 321.2012, pred = 1.016806673419159d0, var = 1.7980913594801513d-5
i = 321.4012, pred = 1.0164601220559817d0, var = 1.7832176398555625d-5
i = 321.60123, pred = 1.0161514297928824d0, var = 1.7675267110045406d-5
i = 321.80124, pred = 1.0158733672730058d0, var = 1.7521914555732534d-5
i = 322.00125, pred = 1.0156182902946171d0, var = 1.7381360403417242d-5
i = 322.20126, pred = 1.0153782520539338d0, var = 1.7259560657674944d-5
i = 322.40128, pred = 1.015145841630469d0, var = 1.715912465086315d-5
i = 322.6013, pred = 1.0149146922862191d0, var = 1.7079847576910648d-5
i = 322.8013, pred = 1.014680282291637d0, var = 1.701960632016885d-5
i = 323.0013, pred = 1.0144403741377968d0, var = 1.6975312450399564d-5
i = 323.20132, pred = 1.0141953810827233d0, var = 1.6943725223460905d-5
i = 323.40134, pred = 1.0139483311580106d0, var = 1.6921990832844923d-5
i = 323.60135, pred = 1.013704402823677d0, var = 1.6907911367454776d-5
i = 323.80136, pred = 1.0134703576590476d0, var = 1.6900009673861637d-5
i = 324.00137, pred = 1.013253366407464d0, var = 1.6897465611667824d-5
i = 324.2014, pred = 1.0130603044412911d0, var = 1.6900029269164164d-5
i = 324.4014, pred = 1.012896638847937d0, var = 1.690798504456136d-5
i = 324.6014, pred = 1.0127657220796384d0, var = 1.6922184660382683d-5
i = 324.80142, pred = 1.0126683971017076d0, var = 1.6944132691395366d-5
i = 325.00143, pred = 1.012602895559545d0, var = 1.697604474103302d-5
i = 325.20145, pred = 1.01256489100594d0, var = 1.7020776412664293d-5
i = 325.40146, pred = 1.0125480809941d0, var = 1.708155186764435d-5
i = 325.60147, pred = 1.0125446620638408d0, var = 1.716141455837723d-5
i = 325.80148, pred = 1.0125461390079642d0, var = 1.7262414087480598d-5
i = 326.0015, pred = 1.012543911856464d0, var = 1.7384642809556643d-5
i = 326.2015, pred = 1.012530116096781d0, var = 1.7525356132346177d-5
i = 326.40152, pred = 1.0124979471312734d0, var = 1.7678431844733112d-5
i = 326.60153, pred = 1.0124420526603721d0, var = 1.783445397080333d-5
i = 326.80154, pred = 1.0123587673455612d0, var = 1.7981515340364044d-5
i = 327.00156, pred = 1.012246148779029d0, var = 1.8106688256552474d-5
i = 327.20157, pred = 1.0121036745622485d0, var = 1.819789279084368d-5
i = 327.40158, pred = 1.0119324035702326d0, var = 1.8245784168940908d-5
i = 327.6016, pred = 1.011734497714336d0, var = 1.824529371524697d-5
i = 327.8016, pred = 1.0115132388333155d0, var = 1.8196454587656566d-5
i = 328.00162, pred = 1.0112726924763096d0, var = 1.810441160405759d-5
i = 328.20163, pred = 1.0110174336096651d0, var = 1.7978554958086497d-5
i = 328.40164, pred = 1.0107524301340038d0, var = 1.783099075128221d-5
i = 328.60165, pred = 1.010482574147198d0, var = 1.767463978765384d-5
i = 328.80167, pred = 1.0102126095018034d0, var = 1.7521372463013272d-5
i = 329.00168, pred = 1.0099464708112906d0, var = 1.7380562900969773d-5
i = 329.2017, pred = 1.0096871545666377d0, var = 1.725827835325015d-5
i = 329.4017, pred = 1.0094361537673808d0, var = 1.715722116978937d-5
i = 329.6017, pred = 1.0091933496252996d0, var = 1.7077263417100398d-5
i = 329.80173, pred = 1.0089564623580878d0, var = 1.7016347367542433d-5
i = 330.00174, pred = 1.0087213744060017d0, var = 1.6971436900991833d-5
i = 330.20175, pred = 1.0084820202250342d0, var = 1.693932196986134d-5
i = 330.40176, pred = 1.0082309071691045d0, var = 1.691717650496506d-5
i = 330.60178, pred = 1.0079595974779672d0, var = 1.6902812683901523d-5
i = 330.8018, pred = 1.0076594915666117d0, var = 1.689475918840608d-5
i = 331.0018, pred = 1.0073227208694855d0, var = 1.6892192384407084d-5
i = 331.2018, pred = 1.0069428045646212d0, var = 1.6894849093537303d-5
i = 331.40182, pred = 1.0065154241824565d0, var = 1.690300082539575d-5
i = 331.60184, pred = 1.0060388280528492d0, var = 1.6917485635058925d-5
i = 331.80185, pred = 1.0055139550293175d0, var = 1.6939791130699117d-5
i = 332.00186, pred = 1.0049445771682166d0, var = 1.697211263077249d-5
i = 332.20187, pred = 1.0043368202633018d0, var = 1.701728996268359d-5
i = 332.4019, pred = 1.0036985603215882d0, var = 1.7078535655943753d-5
i = 332.6019, pred = 1.0030389459123974d0, var = 1.7158874646870485d-5
i = 332.8019, pred = 1.0023675023455878d0, var = 1.7260338796799687d-5
i = 333.00192, pred = 1.0016935358508394d0, var = 1.738300853075665d-5
i = 333.20193, pred = 1.0010253969782696d0, var = 1.7524120180202738d-5
i = 333.40195, pred = 1.0003700345097801d0, var = 1.7677545394776833d-5
i = 333.60196, pred = 0.9997327468477425d0, var = 1.783385153820159d-5
i = 333.80197, pred = 0.9991171128362935d0, var = 1.7981129727812995d-5
i = 334.00198, pred = 0.998524978106677d0, var = 1.8106450751936484d-5
i = 334.202, pred = 0.9979567347130816d0, var = 1.8197741242736914d-5
i = 334.402, pred = 0.997411727354944d0, var = 1.8245666071302797d-5
i = 334.60202, pred = 0.9968882033365608d0, var = 1.824516747958501d-5
i = 334.80203, pred = 0.9963842785744577d0, var = 1.8196293649811424d-5
i = 335.00204, pred = 0.9958977570942935d0, var = 1.8104205452844585d-5
i = 335.20206, pred = 0.9954268401414552d0, var = 1.797830841376379d-5
i = 335.40207, pred = 0.9949702700906379d0, var = 1.7830710229560646d-5
i = 335.60208, pred = 0.9945275216725757d0, var = 1.76743386742729d-5
i = 335.8021, pred = 0.9940990927589772d0, var = 1.7521067213003623d-5
i = 336.0021, pred = 0.993686400549347d0, var = 1.738026333469835d-5
i = 336.20212, pred = 0.9932917759797852d0, var = 1.725799092119837d-5
i = 336.40213, pred = 0.9929182083563777d0, var = 1.715694938534754d-5
i = 336.60214, pred = 0.9925688808112664d0, var = 1.707700847573837d-5
i = 336.80215, pred = 0.9922469634147044d0, var = 1.7016107251304173d-5
i = 337.00217, pred = 0.9919550120253784d0, var = 1.69712112912196d-5
i = 337.20218, pred = 0.9916946016228422d0, var = 1.6939116152353765d-5
i = 337.4022, pred = 0.9914661749138668d0, var = 1.6916993098719903d-5
i = 337.6022, pred = 0.9912687254897526d0, var = 1.6902658944647577d-5
i = 337.80222, pred = 0.9911000038948996d0, var = 1.6894645201226787d-5
i = 338.00223, pred = 0.9909565758482728d0, var = 1.6892125629956582d-5
i = 338.20224, pred = 0.9908339920441931d0, var = 1.6894843852207835d-5
i = 338.40225, pred = 0.9907271652601721d0, var = 1.690306925134137d-5
i = 338.60226, pred = 0.9906305962256272d0, var = 1.6917640577984676d-5
i = 338.80228, pred = 0.9905387466036256d0, var = 1.6940045501101687d-5
i = 339.0023, pred = 0.9904461686307781d0, var = 1.697248062501218d-5
i = 339.2023, pred = 0.9903478975327233d0, var = 1.7017788877423577d-5
i = 339.4023, pred = 0.9902397377808957d0, var = 1.7079175120245877d-5
i = 339.60233, pred = 0.9901183176271183d0, var = 1.7159664298162353d-5
i = 339.80234, pred = 0.9899814875269219d0, var = 1.726128137595999d-5
i = 340.00235, pred = 0.9898284218724999d0, var = 1.7384101185796038d-5
i = 340.20236, pred = 0.9896596177082037d0, var = 1.7525352281890287d-5
i = 340.40237, pred = 0.9894770447542286d0, var = 1.7678888067051076d-5
i = 340.6024, pred = 0.9892839610750092d0, var = 1.7835272932732233d-5
i = 340.8024, pred = 0.989084817031539d0, var = 1.7982587641056114d-5
i = 341.0024, pred = 0.9888848621897836d0, var = 1.81079026996377d-5
i = 341.20242, pred = 0.9886901174559106d0, var = 1.8199142541054026d-5
i = 341.40244, pred = 0.9885068468872789d0, var = 1.8246979528908442d-5
i = 341.60245, pred = 0.9883414080192287d0, var = 1.824636138630926d-5
i = 341.80246, pred = 0.9881998044536746d0, var = 1.8197351153991578d-5
i = 342.00247, pred = 0.9880874078464035d0, var = 1.8105116440373525d-5
i = 342.20248, pred = 0.988008860011194d0, var = 1.797907080093503d-5
i = 342.4025, pred = 0.9879672779127958d0, var = 1.7831332113280605d-5
i = 342.6025, pred = 0.9879644027063639d0, var = 1.7674825866826763d-5
i = 342.80252, pred = 0.9880000039491983d0, var = 1.7521430361235513d-5
i = 343.00253, pred = 0.988071788605195d0, var = 1.7380514789631797d-5
i = 343.20255, pred = 0.9881750477264961d0, var = 1.7258142601327373d-5
i = 343.40256, pred = 0.988302733573515d0, var = 1.7157015614400962d-5
i = 343.60257, pred = 0.9884455935380987d0, var = 1.707701641525386d-5
i = 343.80258, pred = 0.9885924501914272d0, var = 1.701609089013038d-5
i = 344.0026, pred = 0.9887306652186828d0, var = 1.6971219828504647d-5
i = 344.2026, pred = 0.9888467916959955d0, var = 1.6939215903688606d-5
i = 344.40262, pred = 0.9889276407543424d0, var = 1.6917268106754185d-5
i = 344.60263, pred = 0.9889609857239413d0, var = 1.6903214918656992d-5
i = 344.80264, pred = 0.9889366701188924d0, var = 1.689560532805659d-5
i = 345.00266, pred = 0.9888474351816569d0, var = 1.6893633642474156d-5
i = 345.20267, pred = 0.9886897592023438d0, var = 1.6897054847651432d-5
i = 345.40268, pred = 0.9884640466555038d0, var = 1.690615688478499d-5
i = 345.6027, pred = 0.9881750347396806d0, var = 1.6921784898835467d-5
i = 345.8027, pred = 0.9878314284829597d0, var = 1.694543216563611d-5
i = 346.00272, pred = 0.9874453891859687d0, var = 1.69792965835002d-5
i = 346.20273, pred = 0.9870317640428874d0, var = 1.702621078108571d-5
i = 346.40274, pred = 0.9866071072624824d0, var = 1.7089365692206197d-5
i = 346.60275, pred = 0.9861885878340715d0, var = 1.717175972421161d-5
i = 346.80276, pred = 0.9857929396318006d0, var = 1.7275384096309828d-5
i = 347.00278, pred = 0.9854354225609311d0, var = 1.7400260775376803d-5
i = 347.2028, pred = 0.9851292898467252d0, var = 1.7543563620943636d-5
i = 347.4028, pred = 0.9848849635831357d0, var = 1.769907887683743d-5
i = 347.6028, pred = 0.9847101461504734d0, var = 1.7857296676097817d-5
i = 347.80283, pred = 0.9846094750903456d0, var = 1.800622681642767d-5
i = 348.00284, pred = 0.984585114634584d0, var = 1.813286219840108d-5
i = 348.20285, pred = 0.9846369209716178d0, var = 1.822506253608446d-5
i = 348.40286, pred = 0.984762986075191d0, var = 1.827343946900577d-5
i = 348.60287, pred = 0.9849601267874752d0, var = 1.8272898701949695d-5
i = 348.8029, pred = 0.9852242961752873d0, var = 1.822347109629251d-5
i = 349.0029, pred = 0.98555106548771d0, var = 1.8130319895905027d-5
i = 349.2029, pred = 0.9859358425667267d0, var = 1.8002868900650003d-5
i = 349.40292, pred = 0.9863742405345959d0, var = 1.7853279606727586d-5
i = 349.60294, pred = 0.986862117178874d0, var = 1.7694551093399817d-5
i = 349.80295, pred = 0.9873959183524431d0, var = 1.7538668941844877d-5
i = 350.00296, pred = 0.9879723872330505d0, var = 1.739514014245597d-5
i = 350.20297, pred = 0.9885888393360013d0, var = 1.7270210991192388d-5
i = 350.40298, pred = 0.989242986008084d0, var = 1.7166795239914726d-5
i = 350.603, pred = 0.9899328190062566d0, var = 1.7085017409874384d-5
i = 350.803, pred = 0.9906565503605244d0, var = 1.7023086714669702d-5
i = 351.00302, pred = 0.9914125564972508d0, var = 1.697825951984642d-5
